""	"tw"	"ira"	"e401"	"nifa"	"inc"	"hmort"	"hval"	"hequity"	"educ"	"male"	"twoearn"	"nohs"	"hs"	"smcol"	"col"	"age"	"fsize"	"marr"
"4072"	42500	0	0	0	26316	30000	72000	42000	12	1	0	0	1	0	0	54	1	0
"4073"	36700	0	0	9500	63255	75000	95000	20000	17	0	1	0	0	0	1	44	5	1
"4074"	30210	0	0	1810	7440	22000	50000	28000	8	0	0	1	0	0	0	54	1	0
"4075"	3100	0	0	50	17544	0	0	0	12	1	0	0	1	0	0	36	1	0
"4076"	-2750	0	0	450	19797	0	0	0	13	0	1	0	0	1	0	29	2	1
"4077"	231500	50000	0	31500	129996	150000	300000	150000	16	0	0	0	0	0	1	61	2	1
"4078"	4020	0	0	20	18525	42500	42500	0	12	0	0	0	1	0	0	28	5	1
"4079"	-5100	0	0	200	13824	0	0	0	12	0	0	0	1	0	0	36	1	0
"4080"	825	0	0	1000	28740	0	0	0	18	1	0	0	0	0	1	27	1	0
"4081"	-500	0	0	200	25500	0	0	0	12	0	1	0	1	0	0	44	5	1
"4082"	203200	19200	0	103000	52767	41000	125000	84000	18	0	1	0	0	0	1	60	3	1
"4083"	-347	0	0	153	20100	0	0	0	12	1	0	0	1	0	0	37	1	0
"4084"	5000	0	0	0	1560	2000	6000	4000	11	1	0	1	0	0	0	25	1	0
"4085"	88300	3000	0	1200	26991	25000	110000	85000	13	0	1	0	0	1	0	34	4	1
"4086"	205999	0	0	4999	42300	25000	222000	197000	13	1	0	0	0	1	0	44	1	0
"4087"	300	0	0	300	7116	0	0	0	8	1	0	1	0	0	0	60	1	0
"4088"	0	0	0	0	14040	0	0	0	12	1	0	0	1	0	0	46	2	0
"4089"	25200	0	0	3800	38520	80000	104000	24000	14	0	0	0	0	1	0	34	2	1
"4090"	75400	2500	0	11400	47496	77500	135000	57500	13	0	1	0	0	1	0	47	3	1
"4091"	37885	0	0	200	40800	64890	103000	38110	18	0	0	0	0	0	1	40	1	0
"4092"	24500	0	0	8000	33750	46000	60000	14000	12	0	1	0	1	0	0	50	2	1
"4093"	1993	0	0	1040	17700	0	0	0	12	1	0	0	1	0	0	30	1	0
"4094"	0	0	0	0	28332	0	0	0	12	0	0	0	1	0	0	40	2	0
"4095"	86386	8000	0	50386	30438	0	0	0	1	0	0	1	0	0	0	48	3	1
"4096"	391450	33300	0	139300	49200	150000	300000	150000	18	1	0	0	0	0	1	39	1	0
"4097"	12700	0	0	1000	38205	150000	164000	14000	13	0	1	0	0	1	0	40	6	1
"4098"	35610	0	0	1860	40830	75000	115000	40000	14	0	1	0	0	1	0	27	3	1
"4099"	50544	3400	0	28744	38376	57900	80000	22100	17	0	1	0	0	0	1	32	3	1
"4100"	139350	0	0	5500	17631	0	130000	130000	12	0	0	0	1	0	0	49	3	0
"4101"	87296	16600	0	1148	30927	0	65000	65000	9	0	0	1	0	0	0	41	3	1
"4102"	35499	4000	0	3499	24708	12000	40000	28000	11	0	1	1	0	0	0	63	2	1
"4103"	80999	0	0	999	33084	0	80000	80000	12	0	0	0	1	0	0	59	2	1
"4104"	128500	0	0	4000	64050	150000	275000	125000	15	0	0	0	0	1	0	43	5	1
"4105"	-65	0	0	50	11232	0	0	0	15	0	0	0	0	1	0	26	2	0
"4106"	13500	15000	0	900	23100	0	0	0	16	1	0	0	0	0	1	32	1	0
"4107"	98640	1000	0	3000	40710	150000	230000	80000	12	1	0	0	1	0	0	56	1	0
"4108"	59400	0	0	3900	12600	25000	80000	55000	8	0	0	1	0	0	0	55	3	0
"4109"	7196	0	0	1266	23400	0	0	0	5	0	1	1	0	0	0	27	3	1
"4110"	52250	4000	0	8500	21234	21500	60000	38500	15	1	0	0	0	1	0	44	1	0
"4111"	50250	0	0	250	46239	36000	55000	19000	18	0	1	0	0	0	1	33	3	1
"4112"	1499	0	0	999	22500	0	0	0	12	0	0	0	1	0	0	37	1	0
"4113"	10340	0	0	1700	21876	13000	35000	22000	12	0	0	0	1	0	0	61	2	1
"4114"	129325	0	0	2721	37677	25000	70000	45000	15	0	0	0	0	1	0	45	3	0
"4115"	28499	0	0	16799	40011	0	0	0	12	0	0	0	1	0	0	51	2	1
"4116"	32291	0	0	8034	98784	30000	40000	10000	12	0	1	0	1	0	0	54	3	1
"4117"	55600	4100	0	11000	26910	0	0	0	18	0	0	0	0	0	1	52	1	1
"4118"	23900	0	0	16000	32856	82000	93500	11500	18	0	0	0	0	0	1	39	4	1
"4119"	9116	8180	0	436	18633	0	0	0	12	0	0	0	1	0	0	35	2	0
"4120"	150098	0	0	2898	39468	0	150000	150000	12	0	1	0	1	0	0	37	3	1
"4121"	26398	0	0	1398	52602	58000	80000	22000	16	0	1	0	0	0	1	32	4	1
"4122"	1150	0	0	1150	37833	0	0	0	14	0	1	0	0	1	0	26	3	1
"4123"	39199	0	0	2899	64176	63500	65000	1500	12	0	1	0	1	0	0	42	4	1
"4124"	-14350	0	0	1150	27555	0	0	0	18	0	0	0	0	0	1	30	1	0
"4125"	70368	0	0	8768	55791	69600	105000	35400	15	0	1	0	0	1	0	42	4	1
"4126"	37450	0	0	100	30780	41000	80000	39000	12	0	0	0	1	0	0	39	4	0
"4127"	12810	0	0	810	47178	52000	70000	18000	14	0	1	0	0	1	0	45	4	1
"4128"	80300	0	0	38200	109392	27500	65000	37500	18	0	1	0	0	0	1	39	5	1
"4129"	144500	49000	0	100000	104235	50000	50000	0	12	0	1	0	1	0	0	53	2	1
"4130"	-31600	0	0	1500	63207	54000	69900	15900	12	0	1	0	1	0	0	42	5	1
"4131"	29000	0	0	1500	70905	74000	89000	15000	14	0	1	0	0	1	0	41	6	1
"4132"	38483	0	0	200	16818	8000	50000	42000	14	0	0	0	0	1	0	47	8	0
"4133"	500	0	0	500	19644	0	0	0	12	0	0	0	1	0	0	29	4	0
"4134"	3905	0	0	100	13509	35000	38000	3000	3	0	0	1	0	0	0	34	7	1
"4135"	39350	3000	0	1150	59172	83000	90000	7000	13	0	1	0	0	1	0	33	5	1
"4136"	6829	0	0	3150	45420	0	0	0	16	1	0	0	0	0	1	31	1	0
"4137"	950	0	0	100	19800	57000	57000	0	16	0	0	0	0	0	1	49	1	0
"4138"	-8427	0	0	173	13242	45000	45000	0	12	0	1	0	1	0	0	32	3	1
"4139"	-800	0	0	0	8622	0	0	0	16	0	0	0	0	0	1	36	1	0
"4140"	-1151	0	0	899	19638	0	0	0	9	1	0	1	0	0	0	32	4	0
"4141"	9499	0	0	9999	52200	0	0	0	16	0	1	0	0	0	1	29	2	1
"4142"	300	0	0	300	32040	0	0	0	12	0	1	0	1	0	0	27	4	1
"4143"	-800	0	0	150	25200	0	0	0	13	0	0	0	0	1	0	27	1	0
"4144"	47700	0	0	0	34074	0	48000	48000	8	0	0	1	0	0	0	48	5	1
"4145"	-1552	0	0	248	19371	0	0	0	12	0	0	0	1	0	0	54	3	1
"4146"	8375	0	0	275	28035	0	0	0	12	1	0	0	1	0	0	26	3	0
"4147"	201160	0	0	260	44388	79500	125000	45500	12	0	0	0	1	0	0	33	5	1
"4148"	500	0	0	0	9150	0	0	0	12	1	0	0	1	0	0	31	2	0
"4149"	0	0	0	0	69120	0	0	0	14	0	1	0	0	1	0	40	7	1
"4150"	29550	0	0	2700	32460	18000	40000	22000	14	1	0	0	0	1	0	44	2	1
"4151"	63575	19000	0	12000	13170	0	30000	30000	12	0	0	0	1	0	0	59	1	0
"4152"	341999	30600	0	61399	60360	0	250000	250000	18	0	0	0	0	0	1	40	3	1
"4153"	34750	0	0	1250	15639	0	0	0	12	0	0	0	1	0	0	36	7	1
"4154"	24765	0	0	1265	36510	31000	35000	4000	15	0	1	0	0	1	0	43	7	1
"4155"	18000	0	0	0	26604	0	18000	18000	12	0	1	0	1	0	0	48	3	1
"4156"	22442	0	0	18000	20310	0	0	0	12	0	0	0	1	0	0	56	2	0
"4157"	3700	0	0	5200	52416	36500	36500	0	12	0	1	0	1	0	0	39	6	1
"4158"	70993	15695	0	9298	41358	64000	110000	46000	16	0	0	0	0	0	1	37	5	1
"4159"	269049	7000	0	79399	18981	0	175000	175000	18	0	0	0	0	0	1	50	2	0
"4160"	19495	0	0	2695	54288	70000	75000	5000	12	0	1	0	1	0	0	33	4	1
"4161"	95	0	0	95	6663	0	0	0	12	0	0	0	1	0	0	26	4	0
"4162"	29100	0	0	30100	23904	0	0	0	12	0	1	0	1	0	0	35	3	1
"4163"	-611	0	0	1889	50400	0	0	0	16	0	0	0	0	0	1	26	3	1
"4164"	78700	0	0	700	15366	49500	125000	75500	11	0	0	1	0	0	0	64	1	0
"4165"	15851	0	0	19851	55683	0	0	0	17	0	0	0	0	0	1	27	2	1
"4166"	1950	0	0	100	10710	0	0	0	10	1	0	1	0	0	0	37	1	0
"4167"	1450	0	0	2100	25917	0	0	0	12	0	0	0	1	0	0	30	3	0
"4168"	50150	0	0	0	34794	70000	120000	50000	12	0	1	0	1	0	0	25	3	1
"4169"	175860	500	0	41020	2541	7400	105000	97600	12	0	1	0	1	0	0	31	3	1
"4170"	-3175	0	0	150	10560	0	5000	5000	12	0	0	0	1	0	0	30	5	1
"4171"	93500	0	0	88500	121404	0	0	0	14	1	1	0	0	1	0	40	3	1
"4172"	0	0	0	0	12720	0	0	0	8	0	0	1	0	0	0	32	3	1
"4173"	7966	4000	0	1924	34302	0	0	0	18	0	0	0	0	0	1	51	2	0
"4174"	25900	0	0	1400	43089	48000	75000	27000	18	0	1	0	0	0	1	39	4	1
"4175"	500	0	0	500	12168	0	0	0	12	1	0	0	1	0	0	34	1	0
"4176"	14500	0	0	5200	38058	0	4500	4500	12	1	0	0	1	0	0	28	1	0
"4177"	3500	0	0	5500	70290	77000	88000	11000	12	0	0	0	1	0	0	35	4	1
"4178"	141700	600	0	10100	32511	0	125000	125000	12	0	0	0	1	0	0	52	2	1
"4179"	38450	0	0	100	4890	0	35000	35000	10	0	0	1	0	0	0	52	1	0
"4180"	32475	0	0	27200	23562	0	0	0	17	0	0	0	0	0	1	41	1	0
"4181"	10893	0	0	0	15480	0	0	0	10	0	0	1	0	0	0	56	4	0
"4182"	2375	0	0	300	15966	0	0	0	12	0	0	0	1	0	0	30	1	0
"4183"	241450	34000	0	137450	51510	40000	110000	70000	16	0	0	0	0	0	1	41	4	1
"4184"	49200	0	0	200	30600	101000	150000	49000	11	0	0	1	0	0	0	42	4	1
"4185"	0	0	0	0	14247	0	0	0	14	0	0	0	0	1	0	58	4	1
"4186"	214499	33000	0	6999	12294	20000	150000	130000	16	0	0	0	0	0	1	63	2	1
"4187"	7699	0	0	199	20418	0	0	0	8	0	1	1	0	0	0	48	2	1
"4188"	2000	0	0	2000	12300	0	0	0	7	0	0	1	0	0	0	38	7	1
"4189"	40200	0	0	200	35997	35000	75000	40000	16	1	1	0	0	0	1	36	4	1
"4190"	37700	0	0	1700	16260	0	35000	35000	10	1	0	1	0	0	0	47	2	0
"4191"	19900	0	0	0	18621	0	8000	8000	12	1	0	0	1	0	0	33	1	0
"4192"	5242	0	0	0	13950	0	0	0	13	0	0	0	0	1	0	49	6	0
"4193"	224000	22000	0	2000	104778	100000	300000	200000	12	0	1	0	1	0	0	43	3	1
"4194"	101050	0	0	4000	32526	17000	120000	103000	12	0	1	0	1	0	0	51	3	1
"4195"	3245	0	0	20	19212	0	0	0	17	1	0	0	0	0	1	38	1	0
"4196"	-4675	0	0	600	21975	0	0	0	13	1	0	0	0	1	0	40	1	0
"4197"	257625	32000	0	94150	49830	0	120000	120000	8	1	0	1	0	0	0	50	1	0
"4198"	82823	0	0	2823	41568	0	80000	80000	12	0	1	0	1	0	0	40	2	1
"4199"	7100	0	0	100	16848	0	0	0	8	0	0	1	0	0	0	40	4	1
"4200"	-6950	0	0	50	27606	0	0	0	14	0	0	0	0	1	0	25	3	1
"4201"	249	0	0	249	40035	0	0	0	12	1	1	0	1	0	0	42	7	1
"4202"	13900	0	0	5000	42801	85000	87000	2000	13	0	1	0	0	1	0	28	2	1
"4203"	2975	0	0	0	18240	0	0	0	10	0	0	1	0	0	0	37	3	0
"4204"	48920	0	0	28420	14574	40000	60000	20000	12	0	0	0	1	0	0	51	1	0
"4205"	14150	0	0	5150	24534	0	0	0	14	0	0	0	0	1	0	25	3	1
"4206"	3199	0	0	20	12000	0	0	0	12	0	0	0	1	0	0	34	5	0
"4207"	24400	0	0	0	18600	25000	50000	25000	2	0	0	1	0	0	0	45	6	1
"4208"	500	0	0	0	41040	0	0	0	14	1	0	0	0	1	0	41	1	0
"4209"	404575	20000	0	80000	37980	0	300000	300000	13	0	0	0	0	1	0	61	2	0
"4210"	6399	0	0	999	42540	0	0	0	16	0	0	0	0	0	1	35	5	1
"4211"	96632	0	0	43400	44403	0	54000	54000	10	0	0	1	0	0	0	62	2	1
"4212"	11100	0	0	1700	30606	33000	45000	12000	12	0	1	0	1	0	0	29	2	1
"4213"	-959	0	0	1140	20418	0	0	0	12	1	0	0	1	0	0	31	4	1
"4214"	4395	0	0	499	17946	0	0	0	12	0	0	0	1	0	0	38	1	0
"4215"	1450	0	0	1450	32430	68000	60000	-8000	12	0	0	0	1	0	0	30	4	1
"4216"	3000	0	0	500	24258	41900	42000	100	13	0	1	0	0	1	0	28	3	1
"4217"	15055	9600	0	655	34908	0	0	0	12	0	1	0	1	0	0	39	3	1
"4218"	-2700	0	0	1800	510	0	0	0	16	0	0	0	0	0	1	28	1	0
"4219"	61400	0	0	5400	36930	95500	146500	51000	13	1	0	0	0	1	0	46	1	0
"4220"	-1025	0	0	300	85065	146500	146500	0	12	0	1	0	1	0	0	46	4	1
"4221"	13499	4000	0	4499	35118	150000	150000	0	15	0	0	0	0	1	0	34	7	1
"4222"	6700	0	0	2200	28845	0	0	0	12	1	0	0	1	0	0	27	2	0
"4223"	4550	0	0	4800	11616	0	0	0	11	1	0	1	0	0	0	28	1	0
"4224"	4415	0	0	4500	26610	0	0	0	16	1	0	0	0	0	1	41	4	1
"4225"	1500	0	0	0	11721	0	0	0	12	0	0	0	1	0	0	29	3	0
"4226"	-1850	0	0	100	24174	0	0	0	14	1	0	0	0	1	0	44	1	0
"4227"	19005	0	0	160	16326	32500	59000	26500	15	0	1	0	0	1	0	42	4	1
"4228"	67900	1300	0	18300	51300	100000	150000	50000	15	0	0	0	0	1	0	35	5	1
"4229"	12800	0	0	1300	46800	0	0	0	13	0	1	0	0	1	0	52	4	1
"4230"	3000	0	0	2600	16284	0	0	0	10	0	0	1	0	0	0	49	1	0
"4231"	23535	0	0	15220	26733	0	0	0	13	0	0	0	0	1	0	64	2	1
"4232"	11020	0	0	10520	27264	0	0	0	12	0	1	0	1	0	0	58	3	1
"4233"	22300	0	0	1050	21639	30000	50000	20000	13	0	0	0	0	1	0	28	2	0
"4234"	-1800	0	0	4100	19560	0	0	0	17	0	0	0	0	0	1	44	1	0
"4235"	34274	0	0	4499	39207	70000	78000	8000	15	1	0	0	0	1	0	45	3	0
"4236"	8061	0	0	0	8400	0	0	0	12	0	0	0	1	0	0	30	2	0
"4237"	44600	0	0	4100	56115	40000	90000	50000	12	0	1	0	1	0	0	38	2	1
"4238"	30010	4000	0	10	30438	44000	67000	23000	10	0	0	1	0	0	0	37	3	1
"4239"	805603	66703	0	274000	110952	0	260000	260000	12	0	1	0	1	0	0	52	5	1
"4240"	5400	0	0	3900	18846	0	0	0	18	0	0	0	0	0	1	25	1	0
"4241"	42900	4000	0	4000	27906	83000	120000	37000	16	0	0	0	0	0	1	31	3	1
"4242"	30350	900	0	2500	36120	65000	90000	25000	14	1	0	0	0	1	0	46	1	0
"4243"	575	0	0	0	7317	0	0	0	18	1	0	0	0	0	1	36	1	1
"4244"	3800	0	0	300	61830	71500	75000	3500	13	0	1	0	0	1	0	45	3	1
"4245"	90600	0	0	8600	33219	37000	120000	83000	12	0	0	0	1	0	0	58	4	1
"4246"	8333	0	0	3000	13140	0	0	0	12	1	0	0	1	0	0	32	2	0
"4247"	88605	0	0	4285	33408	64480	105000	40520	15	1	0	0	0	1	0	46	1	0
"4248"	34295	0	0	4435	29160	35000	60000	25000	17	0	0	0	0	0	1	36	3	0
"4249"	45399	2500	0	6999	91980	77000	90000	13000	13	0	1	0	0	1	0	39	3	1
"4250"	2219	0	0	400	25326	0	0	0	10	0	0	1	0	0	0	33	4	1
"4251"	6400	0	0	150	19446	22000	30000	8000	11	0	1	1	0	0	0	37	4	1
"4252"	25984	0	0	4100	25290	25000	47500	22500	14	0	0	0	0	1	0	38	5	1
"4253"	0	0	0	0	20400	0	0	0	13	1	0	0	0	1	0	30	3	0
"4254"	24999	0	0	299	31236	20000	60000	40000	12	0	1	0	1	0	0	33	6	1
"4255"	10500	0	0	1500	9456	63000	73000	10000	14	0	0	0	0	1	0	45	1	0
"4256"	70000	0	0	5000	48300	25000	90000	65000	13	0	0	0	0	1	0	36	4	1
"4257"	400	0	0	400	15135	0	0	0	12	0	1	0	1	0	0	44	5	1
"4258"	58000	0	0	2000	31020	43000	100000	57000	10	0	1	1	0	0	0	38	4	1
"4259"	272000	0	0	0	12792	0	200000	200000	9	0	0	1	0	0	0	60	1	0
"4260"	2600	0	0	2600	4944	0	0	0	18	0	0	0	0	0	1	25	1	0
"4261"	499	0	0	499	20430	0	0	0	13	0	0	0	0	1	0	30	1	0
"4262"	5300	0	0	1000	30240	0	2500	2500	14	1	0	0	0	1	0	41	1	0
"4263"	97400	0	0	80	32592	0	92500	92500	13	0	1	0	0	1	0	57	4	1
"4264"	4875	0	0	300	22833	0	0	0	12	0	0	0	1	0	0	28	3	0
"4265"	293596	0	0	0	41496	20000	300000	280000	12	0	0	0	1	0	0	38	1	0
"4266"	68	0	0	88	7779	0	0	0	13	0	0	0	0	1	0	28	1	0
"4267"	13195	0	0	6130	44670	0	0	0	14	0	0	0	0	1	0	29	4	1
"4268"	810	0	0	310	5133	0	0	0	15	1	0	0	0	1	0	38	1	1
"4269"	10345	0	0	1345	25356	15500	15500	0	1	0	1	1	0	0	0	33	4	1
"4270"	0	0	0	0	7563	0	0	0	12	0	1	0	1	0	0	37	5	1
"4271"	70500	0	0	0	13320	69000	140000	71000	10	0	1	1	0	0	0	34	4	1
"4272"	2932	0	0	432	14829	38000	40000	2000	12	1	0	0	1	0	0	43	3	0
"4273"	1430	0	0	5	15555	0	0	0	9	0	0	1	0	0	0	29	2	0
"4274"	67100	0	0	0	8730	29900	100000	70100	12	0	0	0	1	0	0	51	2	1
"4275"	34405	0	0	525	25332	47900	65000	17100	12	0	0	0	1	0	0	46	2	0
"4276"	50050	0	0	0	17688	39950	90000	50050	9	0	0	1	0	0	0	50	3	1
"4277"	-17350	0	0	25	29430	0	0	0	16	0	0	0	0	0	1	34	2	0
"4278"	-7088	0	0	2812	39303	0	0	0	16	0	0	0	0	0	1	34	1	0
"4279"	0	0	0	0	8607	0	0	0	10	0	0	1	0	0	0	58	2	0
"4280"	2728	0	0	4300	19458	0	0	0	12	0	0	0	1	0	0	25	2	1
"4281"	13000	0	0	5000	7740	12500	21000	8500	7	0	0	1	0	0	0	59	2	1
"4282"	0	0	0	0	4590	0	0	0	10	0	0	1	0	0	0	55	4	0
"4283"	4600	0	0	3100	17124	0	0	0	12	1	0	0	1	0	0	60	2	0
"4284"	78553	3500	0	58500	36696	0	0	0	14	1	0	0	0	1	0	59	1	0
"4285"	122000	2500	0	7000	52821	76000	190000	114000	16	0	0	0	0	0	1	37	5	1
"4286"	68199	0	0	2199	24612	16000	88000	72000	10	0	0	1	0	0	0	57	3	1
"4287"	-300	0	0	200	19986	31000	31000	0	11	0	0	1	0	0	0	58	3	1
"4288"	99528	17000	0	37253	50544	50000	90000	40000	18	0	0	0	0	0	1	52	2	0
"4289"	817	0	0	317	12633	0	0	0	15	0	0	0	0	1	0	30	4	0
"4290"	-1600	0	0	0	16530	0	0	0	10	0	0	1	0	0	0	27	3	0
"4291"	16300	0	0	300	15840	0	16000	16000	11	0	1	1	0	0	0	45	2	1
"4292"	1200	0	0	1200	31296	46500	46500	0	12	0	0	0	1	0	0	50	3	1
"4293"	1198	0	0	448	15300	0	0	0	12	0	0	0	1	0	0	30	1	0
"4294"	10800	0	0	1000	27375	36000	39000	3000	12	0	1	0	1	0	0	41	4	1
"4295"	128750	0	0	0	9690	21750	150000	128250	8	1	0	1	0	0	0	62	1	0
"4296"	24590	0	0	90	12240	30000	55000	25000	12	1	0	0	1	0	0	42	4	0
"4297"	13805	0	0	5	12963	700	15000	14300	12	1	0	0	1	0	0	35	1	0
"4298"	7999	0	0	999	19260	38000	45000	7000	12	0	0	0	1	0	0	35	4	1
"4299"	0	0	0	0	5589	0	0	0	12	0	0	0	1	0	0	46	2	0
"4300"	46146	96	0	1500	9345	35000	65000	30000	16	0	0	0	0	0	1	41	1	0
"4301"	290	220	0	70	63300	0	0	0	12	0	1	0	1	0	0	45	2	1
"4302"	0	0	0	0	11640	0	0	0	8	0	0	1	0	0	0	46	3	0
"4303"	51825	0	0	825	14172	0	35000	35000	12	1	0	0	1	0	0	43	4	0
"4304"	-16000	0	0	0	240	0	0	0	12	1	0	0	1	0	0	41	1	0
"4305"	500	0	0	0	11850	0	0	0	12	0	1	0	1	0	0	34	3	1
"4306"	65527	10000	0	3227	30507	0	31000	31000	12	0	1	0	1	0	0	37	3	1
"4307"	1117	0	0	17	9759	36000	40000	4000	5	0	0	1	0	0	0	38	7	1
"4308"	75624	3000	0	13749	35031	0	50000	50000	12	1	0	0	1	0	0	51	1	0
"4309"	-2850	0	0	150	15720	0	0	0	13	0	0	0	0	1	0	39	4	0
"4310"	600	0	0	600	15444	0	0	0	12	1	0	0	1	0	0	27	7	1
"4311"	372800	0	0	128000	33240	0	250000	250000	17	0	0	0	0	0	1	45	4	1
"4312"	141942	7500	0	8899	72075	150000	260000	110000	18	1	0	0	0	0	1	45	1	0
"4313"	185571	8000	0	2821	63225	45000	220000	175000	12	0	0	0	1	0	0	40	6	1
"4314"	69200	0	0	19200	30516	0	40000	40000	12	0	0	0	1	0	0	51	3	1
"4315"	122850	2200	0	10900	30825	0	95000	95000	15	1	0	0	0	1	0	39	1	0
"4316"	46250	0	0	0	12828	33750	80000	46250	11	0	0	1	0	0	0	43	5	0
"4317"	3000	0	0	500	25338	0	0	0	13	0	1	0	0	1	0	32	5	1
"4318"	25343	0	0	343	31938	64000	80000	16000	12	0	0	0	1	0	0	38	4	1
"4319"	3349	0	0	549	17880	45000	50000	5000	12	0	0	0	1	0	0	43	3	0
"4320"	132850	2050	0	34800	63858	0	90000	90000	17	0	1	0	0	0	1	42	3	1
"4321"	118500	0	0	46000	26700	25000	70000	45000	13	0	0	0	0	1	0	39	4	1
"4322"	24890	0	0	24350	68439	0	0	0	16	0	1	0	0	0	1	29	3	1
"4323"	1800	0	0	550	20970	0	0	0	10	0	0	1	0	0	0	48	4	0
"4324"	138975	0	0	17000	23100	75000	100000	25000	18	0	0	0	0	0	1	49	1	0
"4325"	113396	0	0	3800	31830	400	52000	51600	14	1	0	0	0	1	0	48	1	0
"4326"	107799	0	0	35299	49263	80000	150000	70000	12	0	0	0	1	0	0	48	4	1
"4327"	91700	0	0	10700	47154	149000	230000	81000	16	0	0	0	0	0	1	31	3	1
"4328"	43000	0	0	0	8700	0	42000	42000	12	0	0	0	1	0	0	53	3	0
"4329"	0	0	0	0	40770	0	0	0	12	0	1	0	1	0	0	61	2	1
"4330"	50500	0	0	3000	50937	52000	95000	43000	14	0	1	0	0	1	0	42	5	1
"4331"	83260	16360	0	2100	49431	10200	75000	64800	12	0	1	0	1	0	0	46	4	1
"4332"	97000	12000	0	85000	49701	0	0	0	12	1	0	0	1	0	0	59	1	0
"4333"	9242	0	0	3399	17706	0	0	0	16	0	0	0	0	0	1	43	3	0
"4334"	2869	0	0	49	15156	0	0	0	12	0	0	0	1	0	0	37	4	0
"4335"	151200	0	0	200	12036	0	150000	150000	10	0	0	1	0	0	0	56	3	0
"4336"	4	0	0	4	4668	0	0	0	12	0	0	0	1	0	0	32	5	1
"4337"	-5345	0	0	155	80439	0	0	0	12	0	1	0	1	0	0	41	2	1
"4338"	3350	0	0	0	10710	0	0	0	12	0	0	0	1	0	0	26	1	0
"4339"	20700	0	0	50	9180	0	20000	20000	12	0	0	0	1	0	0	48	2	0
"4340"	35000	0	0	0	11766	0	35000	35000	7	0	0	1	0	0	0	45	5	1
"4341"	11445	3000	0	1395	22047	0	0	0	14	0	0	0	0	1	0	27	1	0
"4342"	13400	0	0	400	16536	11700	25000	13300	9	0	0	1	0	0	0	63	3	1
"4343"	13399	0	0	15199	5412	0	0	0	12	0	0	0	1	0	0	28	1	0
"4344"	57030	1500	0	530	43212	69000	124000	55000	18	1	0	0	0	0	1	52	1	0
"4345"	64750	6000	0	48350	58569	0	0	0	16	0	1	0	0	0	1	43	2	1
"4346"	5250	0	0	0	30633	0	0	0	12	0	0	0	1	0	0	29	2	0
"4347"	0	0	0	0	9948	0	0	0	3	0	0	1	0	0	0	42	5	0
"4348"	-2925	0	0	75	14232	12000	11000	-1000	9	0	0	1	0	0	0	57	1	0
"4349"	60719	0	0	40	15594	90000	140000	50000	15	0	0	0	0	1	0	54	4	0
"4350"	141100	28000	0	25100	27885	12000	100000	88000	12	0	0	0	1	0	0	63	3	1
"4351"	107799	0	0	7799	12516	0	100000	100000	14	0	1	0	0	1	0	57	4	1
"4352"	-22930	0	0	1570	52047	74500	80000	5500	1	0	1	1	0	0	0	29	2	1
"4353"	17050	0	0	50	13821	40000	50000	10000	14	1	0	0	0	1	0	36	2	0
"4354"	101300	21500	0	7400	52182	65000	138000	73000	16	0	0	0	0	0	1	41	4	1
"4355"	43049	0	0	8049	36693	15000	42000	27000	12	0	1	0	1	0	0	30	4	1
"4356"	-200	0	0	0	20436	0	0	0	12	0	0	0	1	0	0	31	4	1
"4357"	-1149	0	0	351	22680	28500	28500	0	14	0	0	0	0	1	0	37	4	1
"4358"	0	0	0	0	20100	0	0	0	1	0	0	1	0	0	0	27	3	0
"4359"	-9995	0	0	5	23307	33000	38000	5000	12	0	1	0	1	0	0	52	3	1
"4360"	86475	6000	0	100	6639	0	85000	85000	12	0	0	0	1	0	0	42	1	0
"4361"	200203	0	0	3420	25662	25000	165000	140000	12	1	0	0	1	0	0	48	2	1
"4362"	2450	0	0	500	8988	0	1500	1500	14	0	0	0	0	1	0	34	6	0
"4363"	120000	50000	0	2500	34320	27500	95000	67500	12	0	1	0	1	0	0	55	3	1
"4364"	1424445	20000	0	1304445	242124	0	20000	20000	12	0	0	0	1	0	0	59	2	1
"4365"	3171	0	0	341	18447	0	4000	4000	12	0	1	0	1	0	0	25	4	1
"4366"	-2000	0	0	0	6240	0	0	0	10	0	0	1	0	0	0	51	3	0
"4367"	1000	0	0	1000	19791	0	0	0	11	1	0	1	0	0	0	36	1	0
"4368"	36550	0	0	550	18744	42000	85000	43000	12	0	0	0	1	0	0	34	6	1
"4369"	122999	0	0	74999	55500	50000	100000	50000	16	0	0	0	0	0	1	55	3	1
"4370"	42906	0	0	6	22800	0	42000	42000	11	0	1	1	0	0	0	40	5	1
"4371"	24500	0	0	15500	14850	49000	57000	8000	12	0	0	0	1	0	0	29	2	0
"4372"	50028	6000	0	4000	27006	44000	82000	38000	14	0	0	0	0	1	0	47	2	0
"4373"	21950	0	0	0	21840	40000	50000	10000	14	0	0	0	0	1	0	57	3	0
"4374"	2325	0	0	1700	12504	0	0	0	12	0	0	0	1	0	0	41	4	0
"4375"	2477	0	0	1000	15300	13000	13000	0	12	0	0	0	1	0	0	31	4	0
"4376"	710	0	0	1310	14640	0	0	0	13	1	0	0	0	1	0	42	1	0
"4377"	44200	0	0	2700	37524	23500	35000	11500	12	1	0	0	1	0	0	31	7	1
"4378"	0	0	0	0	17928	0	0	0	14	0	0	0	0	1	0	36	3	0
